,Genre_1,Genre_2,Genre_3,Genre_4,Genre_5,Genre_6,Genre_7,Length,Producer(s)_1,Producer(s)_2,Producer(s)_3,Producer(s)_4,Producer(s)_5,Producer(s)_6,Producer(s)_7,Producer(s)_8,Released,Songwriter(s)_1,Songwriter(s)_10,Songwriter(s)_11,Songwriter(s)_12,Songwriter(s)_13,Songwriter(s)_14,Songwriter(s)_15,Songwriter(s)_16,Songwriter(s)_17,Songwriter(s)_18,Songwriter(s)_19,Songwriter(s)_2,Songwriter(s)_20,Songwriter(s)_21,Songwriter(s)_22,Songwriter(s)_23,Songwriter(s)_24,Songwriter(s)_3,Songwriter(s)_4,Songwriter(s)_5,Songwriter(s)_6,Songwriter(s)_7,Songwriter(s)_8,Songwriter(s)_9,artist,index,link,rank,title,year
5962,Uk garage,R&b,Dance-pop,,,,,3:42,Naughty Boy,Komi,Mojam (co.),,,,,,18 May 2013 (2013-05-18),"Shahid ""Naughty Boy"" Khan",,,,,,,,,,,Al-Hakam El-Kaubaisy,,,,,,Frobisher Mbabazi,Sam Smith,James Napier,James Murray,Mustafa Omer,Jonny Coffer,,Naughty Boy featuring Sam Smith,81,https://en.wikipedia.org/wiki/La_La_La_(Naughty_Boy_song),82,"""La La La""",2014
5963,Disco,R&b,,,,,,4:25,Pharrell Williams,,,,,,,,"March 26, 2013",Robin Thicke,,,,,,,,,,,Pharrell Williams,,,,,,Clifford Harris Jr.,Marvin Gaye[1],,,,,,Robin Thicke featuring T.I. and Pharrell,82,https://en.wikipedia.org/wiki/Blurred_Lines,83,"""Blurred Lines""",2014
5964,Synth-pop,R&b,,,,,,3:47,Blair,Lady Gaga,,,,,,,"October 21, 2013 (2013-10-21)",Stefani Germanotta,,,,,,,,,,,"Paul ""DJ White Shadow"" Blair",,,,,,Robert Kelly,Martin Bresso,William Grigahcine,,,,,Lady Gaga featuring R. Kelly,83,https://en.wikipedia.org/wiki/Do_What_U_Want,84,"""Do What U Want""",2014
5965,Pop rock,,,,,,,3:26,John Hill,Kid Harpoon,Shakira[1],,,,,,13 January 2014,Shakira,,,,,,,,,,,John Hill,,,,,,Tom Hull,Daniel Alexander,Erik Hassle,Rihanna,,,,Shakira featuring Rihanna,84,https://en.wikipedia.org/wiki/Can%27t_Remember_to_Forget_You,85,"""Can't Remember to Forget You""",2014
5966,Pop rock,,,,,,,3:57,M. Biancaniello,L. Biancaniello,Watters,,,,,,"July 15, 2014 (2014-07-15)",Michael Biancaniello,,,,,,,,,,,Louis Biancaniello,,,,,,Benji Madden,Joel Madden,Sam Watters,,,,,5 Seconds of Summer,85,https://en.wikipedia.org/wiki/Amnesia_(5_Seconds_of_Summer_song),86,"""Amnesia""",2014
5967,Hip hop,,,,,,,3:21,DJ Mustard,,,,,,,,"June 17, 2014 (2014-06-17)","Clifford Harris, Jr.",,,,,,,,,,,Amethyst Kelly,,,,,,,,,,,,,T.I. featuring Iggy Azalea,86,https://en.wikipedia.org/wiki/No_Mediocre,87,"""No Mediocre""",2014
5968,Alternative rock,Kwaito,,,,,,3:31,Kongos,,,,,,,,"


December 15, 2012
February 7, 2014 (re-release)


",Johnny Kongos,,,,,,,,,,,,,,,,,,,,,,,,KONGOS,87,https://en.wikipedia.org/wiki/Come_with_Me_Now,88,"""Come with Me Now""",2014
5969,Hip hop,,,,,,,5:37,Vinylz,Boi-1da,,,,,,,"May 6, 2014 (2014-05-06)",Dwayne Carter,,,,,,,,,,,Aubrey Graham,,,,,,Anderson Hernandez,Matthew Samuels,,,,,,Lil Wayne featuring Drake,88,https://en.wikipedia.org/wiki/Believe_Me_(Lil_Wayne_song),89,"""Believe Me""",2014
5970,Hip hop,,,,,,,4:12,Mike WiLL Made-It,,,,,,,,"September 10, 2013 (2013-09-10)",Michael Williams,,,,,,,,,,,Jordan Houston,,,,,,Cameron Thomaz,Theron Thomas,Timothy Thomas,Pierre Ramon Slaughter[1],,,,"Mike WiLL Made-It featuring Miley Cyrus, Wiz Khalifa, and Juicy J",89,https://en.wikipedia.org/wiki/23_(song),90,"""23""",2014
5971,Country,,,,,,,3:11,Joey Moi,,,,,,,,"February 3, 2014 (2014-02-03)",Jaren Johnston,,,,,,,,,,,Jon Nite,,,,,,Jimmy Robbins,,,,,,,Jake Owen,90,https://en.wikipedia.org/wiki/Beachin%27,91,"""Beachin'""",2014
5972,Hip hop,,,,,,,3:40,Ryan Lewis,,,,,,,,"October 8, 2013 (2013-10-08)",Ben Haggerty,,,,,,,,,,,Ryan Lewis,,,,,,Quincy Hanley,Hollis Wong-Wear,,,,,,Macklemore & Ryan Lewis featuring ScHoolboy Q and Hollis,91,https://en.wikipedia.org/wiki/White_Walls,92,"""White Walls""",2014
5973,Pop punk,Power pop,Pop rock,,,,,3:22,Jake Sinclair,Eric Valentine,,,,,,,21 February 2014 (2014-02-21),Ashton Irwin,,,,,,,,,,,Michael Clifford,,,,,,Jake Sinclair,,,,,,,5 Seconds of Summer,92,https://en.wikipedia.org/wiki/She_Looks_So_Perfect,93,"""She Looks So Perfect""",2014
5974,Electro house,Edm,,,,,,3:37,Zedd,,,,,,,,"September 10, 2013 (2013-09-10)",Anton Zaslavski,,,,,,,,,,,Hayley Williams,,,,,,Benjamin Eli Hanna,Carah Faye Charnow,,,,,,Zedd featuring Hayley Williams,93,https://en.wikipedia.org/wiki/Stay_the_Night_(Zedd_song),94,"""Stay the Night""",2014
5975,Electro,R&b,,,,,,5:19,Timbaland,Jerome Harmon,Justin Timberlake,Beyoncé,Dwane Weir,Mike Dean,Boots,,"February 25, 2014 (2014-02-25)",Terius Nash,,,,,,,,,,,Dimitri Jay,,,,,,Beyoncé,Justin Timberlake,Timothy Mosley,Jerome Harmon,Dwane Weir,Mike Dean,,Beyoncé,94,https://en.wikipedia.org/wiki/Partition_(song),95,"""Partition""",2014
5976,Hip hop,R&b,,,,,,4:38,Swiff D,,,,,,,,"April 22, 2014",Quincy Hanley,,,,,,,,,,,Bryan Sledge,,,,,,Steve Thornton,,,,,,,ScHoolboy Q featuring BJ the Chicago Kid,95,https://en.wikipedia.org/wiki/Studio_(song),96,"""Studio""",2014
5977,Hip hop,,,,,,,"


6:08 (single version)
4:35 (radio edit)


",Boi-1da,Vinylz,Frank Dukes,Nineteen85,40,[1],,,"July 15, 2014 (2014-07-15)",Aubrey Graham,,,,,,,,,,,Anderson Hernandez,,,,,,Matthew Samuels,Noah Shebib,Paul Jefferies,Adam Feeney,Chester Hansen,,,Drake,96,https://en.wikipedia.org/wiki/0_to_100_/_The_Catch_Up,97,"""0 to 100 / The Catch Up""",2014
5978,Country,,,,,,,3:59,Lee Brice,,,,,,,,"February 18, 2014 (2014-02-18)",Lee Brice,,,,,,,,,,,Rob Hatch,,,,,,Dallas Davidson,,,,,,,Lee Brice,97,https://en.wikipedia.org/wiki/I_Don%27t_Dance_(Lee_Brice_song),98,"""I Don't Dance""",2014
5979,Country rock,,,,,,,2:49,Frank Liddell,Chuck Ainlay,Glenn Worf,,,,,,"May 19, 2014",Chris DeStefano,,,,,,,,,,,Brett James,,,,,,Priscilla Renea,,,,,,,Miranda Lambert and Carrie Underwood,98,https://en.wikipedia.org/wiki/Somethin%27_Bad,99,"""Somethin' Bad""",2014
5980,Pop,R&b,,,,,,4:38,Oren Yoel,,,,,,,,"December 17, 2013 (2013-12-17)",Stacy Barthe,,,,,,,,,,,Oren Yoel,,,,,,,,,,,,,Miley Cyrus,99,https://en.wikipedia.org/wiki/Adore_You,100,"""Adore You""",2014
5981,Funk,Boogie,Minneapolis sound,,,,,"


4:30 (album version)
3:58 (radio edit)


",Mark Ronson,Jeff Bhasker,Bruno Mars,,,,,,10 November 2014 (2014-11-10),Jeff Bhasker,,,,,,,,,,,Philip Lawrence,,,,,,Peter Hernandez,Mark Ronson,Nicholas Williams,Devon Gallaspy,Lonnie Simmons,Charles Wilson,Rudolph Taylor[5],Mark Ronson featuring Bruno Mars,0,https://en.wikipedia.org/wiki/Uptown_Funk,1,"""Uptown Funk""",2015
5982,Blue-eyed soul,,,,,,,"


4:41 (album version)
3:51 (radio edit)


",Jake Gosling,,,,,,,,24 September 2014 (2014-09-24),Ed Sheeran,,,,,,,,,,,Amy Wadge,,,,,,,,,,,,,Ed Sheeran,1,https://en.wikipedia.org/wiki/Thinking_Out_Loud,2,"""Thinking Out Loud""",2015
5983,Hip hop,Pop-rap,,,,,,3:49,DJ Frank E,Charlie Puth,Andrew Cedar,,,,,,"March 10, 2015",Justin Franks,,,,,,,,,,,Charlie Puth,,,,,,Cameron Thomaz,,,,,,,Wiz Khalifa featuring Charlie Puth,2,https://en.wikipedia.org/wiki/See_You_Again_(Wiz_Khalifa_song),3,"""See You Again""",2015
5984,Hip hop,,,,,,,3:35,Tony Fadd,,,,,,,,"April 22, 2014 (2014-04-22)",Willie Maxwell,,,,,,,,,,,,,,,,,,,,,,,,Fetty Wap,3,https://en.wikipedia.org/wiki/Trap_Queen,4,"""Trap Queen""",2015
5985,Disco,Funk,Pop,Soul,,,,3:55,Ammo,Cirkut,,,,,,,"January 13, 2015 (2015-01-13)",Mike Posner,,,,,,,,,,,Adam Levine,,,,,,Joshua Coleman,Lukasz Gottwald,Jacob Kasher Hindlin,Henry Walter,,,,Maroon 5,4,https://en.wikipedia.org/wiki/Sugar_(Maroon_5_song),5,"""Sugar""",2015
5986,Power pop,Indie pop,Dance-rock,Pop rock,,,,3:17,Tim Pagnotta,,,,,,,,"September 10, 2014 (2014-09-10)",Ben Berger,,,,,,,,,,,Eli Maiman,,,,,,Ryan McMahon,Nicholas Petricca,Kevin Ray,Sean Waugaman,,,,Walk the Moon,5,https://en.wikipedia.org/wiki/Shut_Up_and_Dance_(Walk_the_Moon_song),6,"""Shut Up and Dance""",2015
5987,Electropop,,,,,,,3:51,Max Martin,Shellback,,,,,,,"November 10, 2014 (2014-11-10)",Taylor Swift,,,,,,,,,,,Max Martin,,,,,,Shellback,,,,,,,Taylor Swift,6,https://en.wikipedia.org/wiki/Blank_Space,7,"""Blank Space""",2015
5988,Hip hop,Dance-pop,,,,,,3:05,Bolo Da Producer,,,,,,,,"May 5, 2015",Ricky Hawk,,,,,,,,,,,Timothy Mingo,,,,,,,,,,,,,Silentó,7,https://en.wikipedia.org/wiki/Watch_Me_(Whip/Nae_Nae),8,"""Watch Me""",2015
5989,Chamber pop,R&b,,,,,,4:10,Stephan Moccio,Jason Quenneville,,,,,,,"December 23, 2014",Ahmad Balshe,,,,,,,,,,,Stephan Moccio,,,,,,Jason Quenneville,Abel Tesfaye,,,,,,The Weeknd,8,https://en.wikipedia.org/wiki/Earned_It,9,"""Earned It""",2015
5990,Alternative r&b,Trap,,,,,,4:04,Illangelo,Mano,,,,,,,"May 27, 2015 (2015-05-27)",Abel Tesfaye,,,,,,,,,,,Emmanuel Nickerson,,,,,,Carlo Montagnese,Ahmad Balshe,,,,,,The Weeknd,9,https://en.wikipedia.org/wiki/The_Hills_(song),10,"""The Hills""",2015
5991,,,,,,,,"


2:58 (original)
3:01 (Felix Jaehn remix)


",OMI,Clifton Dillon,Felix Jaehn,,,,,,"May 19, 2014",Omar Samuel Pasley,,,,,,,,,,,Clifton Dillon,,,,,,Mark Bradford,Ryan Dillon,Sly Dunbar,,,,,OMI,10,https://en.wikipedia.org/wiki/Cheerleader_(song),11,"""Cheerleader""",2015
5992,Pop,Disco,Funk,,,,,3:35,Max Martin,Ali Payami,,,,,,,"June 5, 2015 (2015-06-05)",Ali Payami,,,,,,,,,,,Savan Kotecha,,,,,,Max Martin,Abel Tesfaye,Peter Svensson,,,,,The Weeknd,11,https://en.wikipedia.org/wiki/Can%27t_Feel_My_Face,12,"""Can't Feel My Face""",2015
5993,Electropop,,,,,,,4:12,Max Martin,Ali Payami,,,,,,,7 January 2015 (2015-01-07),Max Martin,,,,,,,,,,,Savan Kotecha,,,,,,Ilya Salmanzadeh,Ali Payami,Tove Nilsson,,,,,Ellie Goulding,12,https://en.wikipedia.org/wiki/Love_Me_Like_You_Do,13,"""Love Me Like You Do""",2015
5994,Indie rock,Soul,Blues,,,,,4:02[1],Rob Kirwan,,,,,,,,13 September 2013 (2013-09-13),Andrew Hozier-Byrne,,,,,,,,,,,,,,,,,,,,,,,,Hozier,13,https://en.wikipedia.org/wiki/Take_Me_to_Church,14,"""Take Me to Church""",2015
5995,Pop,,,,,,,3:19,Martin,Shellback,Ilya,,,,,,"May 17, 2015 (2015-05-17)",Taylor Swift,,,,,,,,,,,Kendrick Lamar,,,,,,Max Martin,Shellback,,,,,,Taylor Swift featuring Kendrick Lamar,14,https://en.wikipedia.org/wiki/Bad_Blood_(Taylor_Swift_song),15,"""Bad Blood""",2015
5996,Dance,Bounce,Moombahton,,,,,2:56,Major Lazer,DJ Snake,,,,,,,"March 2, 2015 (2015-03-02)",MØ,,,,,,,,,,,Diplo,,,,,,DJ Snake,Philip Meckseper,,,,,,Major Lazer and DJ Snake featuring MØ,15,https://en.wikipedia.org/wiki/Lean_On,16,"""Lean On""",2015
5997,Pop,Disco,,,,,,3:27,Ian Kirkpatrick,,,,,,,,"March 9, 2015 (2015-03-09)",Jason Desrouleaux,,,,,,,,,,,Ian Kirkpatrick,,,,,,Samuel Denison Martin,Lindy Robbins,Mitch Allan,,,,,Jason Derulo,16,https://en.wikipedia.org/wiki/Want_to_Want_Me,17,"""Want to Want Me""",2015
5998,Dance-pop,,,,,,,3:39,Max Martin,Shellback,,,,,,,"August 18, 2014 (2014-08-18)",Taylor Swift,,,,,,,,,,,Max Martin,,,,,,Shellback,,,,,,,Taylor Swift,17,https://en.wikipedia.org/wiki/Shake_It_Off_(Taylor_Swift_song),18,"""Shake It Off""",2015
5999,,,,,,,,4:10,Skrillex,Diplo,,,,,,,"February 27, 2015 (2015-02-27)",Sonny Moore,,,,,,,,,,,Thomas Wesley Pentz,,,,,,Justin Bieber,"Jason ""Poo Bear"" Boyd",Karl Rubin Brutus,Jordan Ware,,,,Skrillex and Diplo featuring Justin Bieber,18,https://en.wikipedia.org/wiki/Where_Are_%C3%9C_Now,19,"""Where Are Ü Now""",2015
6000,,,,,,,,3:22,Jon Levine[1],,,,,,,,"February 19, 2015 (2015-02-19)",Rachel Platten,,,,,,,,,,,David Bassett,,,,,,Jon Levine,,,,,,,Rachel Platten,19,https://en.wikipedia.org/wiki/Fight_Song_(Rachel_Platten_song),20,"""Fight Song""",2015
6001,Hip hop,,,,,,,3:16,"Brian ""Peoples"" Garcia",,,,,,,,"June 29, 2015 (2015-06-29)",Willie Maxwell,,,,,,,,,,,Remy Boyz,,,,,,,,,,,,,Fetty Wap featuring Remy Boyz,20,https://en.wikipedia.org/wiki/679_(song),21,"""679""",2015
6002,Bubblegum pop,Doo-wop,R&b,,,,,3:01,Kevin Kadish,,,,,,,,"October 21, 2014 (2014-10-21)",Meghan Trainor,,,,,,,,,,,Kevin Kadish,,,,,,,,,,,,,Meghan Trainor,21,https://en.wikipedia.org/wiki/Lips_Are_Movin,22,"""Lips Are Movin""",2015
6003,Dance-pop,R&b,,,,,,3:44,Eriksen,Hermansen,Kaplan,,,,,,"March 2, 2015 (2015-03-02)",Priscilla Renea,,,,,,,,,,,Mikkel S. Eriksen,,,,,,Tor Erik Hermansen,Ori Kaplan,,,,,,Fifth Harmony featuring Kid Ink,22,https://en.wikipedia.org/wiki/Worth_It_(Fifth_Harmony_song),23,"""Worth It""",2015
6004,Hip hop,R&b,,,,,,3:47,DJ Mustard,,,,,,,,"November 11, 2014",Omarion Grandberry,,,,,,,,,,,Christopher Brown,,,,,,Jhené Chilombo,"Tyrone Griffin, Jr.",Dijon McFarlane,,,,,Omarion featuring Chris Brown and Jhené Aiko,23,https://en.wikipedia.org/wiki/Post_to_Be,24,"""Post to Be""",2015
6005,Pop rock,Pop,Country pop,,,,,3:19,Sipe,Brian West,Steve Greenberg[1],,,,,,"November 11, 2014",Andy Grammer,,,,,,,,,,,Nolan Sipe,,,,,,,,,,,,,Andy Grammer,24,"https://en.wikipedia.org/wiki/Honey,_I%27m_Good.",25,"""Honey, I'm Good.""",2015
6006,Soul,,,,,,,"


3:59 (album version)
3:21 (radio edit)


",Jimmy Napes,Steve Fitzmaurice,,,,,,,31 August 2014,Sam Smith,,,,,,,,,,,James Napier,,,,,,,,,,,,,Sam Smith,25,https://en.wikipedia.org/wiki/I%27m_Not_the_Only_One,26,"""I'm Not the Only One""",2015
6007,Pop,Electro,R&b,,,,,3:41,Sir Nolan,Nick Monson,ASAP Rocky (co-producer),Hector Delgado (co-producer and vocal producer),Dreamlab (vocal producer),,,,"June 22, 2015 (2015-06-22)",Julia Michaels,,,,,,,,,,,Justin Tranter,,,,,,Nolan Lambroza,Nick Monson,Rakim A. Mayers,Hector Delgado,Selena Gomez,,,Selena Gomez featuring ASAP Rocky,26,https://en.wikipedia.org/wiki/Good_for_You_(song),27,"""Good for You""",2015
6008,Bubblegum pop,Doo-wop,R&b,,,,,3:11,Kevin Kadish,,,,,,,,"June 30, 2014 (2014-06-30)",Meghan Trainor,,,,,,,,,,,Kevin Kadish,,,,,,,,,,,,,Meghan Trainor,27,https://en.wikipedia.org/wiki/All_About_That_Bass,28,"""All About That Bass""",2015
6009,Nu-disco,Funk,Pop,Synthpop,,,,3:51,Martin,Shellback,Payami,,,,,,"February 9, 2015 (2015-02-09)",Taylor Swift,,,,,,,,,,,Max Martin,,,,,,Shellback,Ali Payami,,,,,,Taylor Swift,28,https://en.wikipedia.org/wiki/Style_(Taylor_Swift_song),29,"""Style""",2015
6010,R&b,Pop,,,,,,4:27,Nineteen85,,,,,,,,"July 31, 2015 (2015-07-31)",Aubrey Graham,,,,,,,,,,,Paul Jefferies,,,,,,Timmy Thomas,,,,,,,Drake,29,https://en.wikipedia.org/wiki/Hotline_Bling,30,"""Hotline Bling""",2015
6011,Electro house,Trap,,,,,,3:12,David Guetta,Afrojack,Giorgio Tuinfort,,,,,,16 March 2015 (2015-03-16),David Guetta,,,,,,,,,,,Bebe Rexha,,,,,,Ester Dean,Sean Douglas,Giorgio Tuinfort,Onika Maraj,Nick van de Wall,,,"David Guetta featuring Nicki Minaj, Bebe Rexha, and Afrojack",30,https://en.wikipedia.org/wiki/Hey_Mama_(David_Guetta_song),31,"""Hey Mama""",2015
6012,Hip hop,Trap,,,,,,3:10,DJ Frank E,Andrew Cedar,Lookas,Miles Beard,,,,,"October 21, 2014 (2014-10-21)",Tramar Dillard,Justin Franks,Lee Oskar,Leroy L. Jordan,"""B.B."" Morris Dickerson",Sylvester Allen,,,,,,Dominic Woods,,,,,,Lucas Rego,Mike Caren,Andrew Cedar,Charles W. Miller,Gerald Goldstein,Harold Brown,Howard E. Scott,Flo Rida featuring Sage the Gemini and Lookas,31,https://en.wikipedia.org/wiki/G.D.F.R._(song),32,"""G.D.F.R.""",2015
6013,Pop,Tropical house,,,,,,3:26,MdL,Bieber,,,,,,,"August 28, 2015 (2015-08-28)",Justin Bieber,,,,,,,,,,,"Jason ""Poo Bear"" Boyd",,,,,,Mason Levy,,,,,,,Justin Bieber,32,https://en.wikipedia.org/wiki/What_Do_You_Mean%3F,33,"""What Do You Mean?""",2015
6014,Pop,Folk,Acoustic,,,,,4:19,Jeff Bhasker,Emile Haynie,,,,,,,11 May 2015 (2015-05-11),Ed Sheeran,,,,,,,,,,,Johnny McDaid,,,,,,Martin Harrington,Tom Leonard,,,,,,Ed Sheeran,33,https://en.wikipedia.org/wiki/Photograph_(Ed_Sheeran_song),34,"""Photograph""",2015
6015,Soul,,,,,,,4:55,Greg Kurstin,,,,,,,,23 October 2015,Adele Adkins,,,,,,,,,,,Greg Kurstin,,,,,,,,,,,,,Adele,34,https://en.wikipedia.org/wiki/Hello_(Adele_song),35,"""Hello""",2015
6016,Pop,,,,,,,3:27,Daylight,Teddy Geiger,Danny Parker,,,,,,"May 5, 2015 (2015-05-05)",Danny Parker,,,,,,,,,,,,,,,,,,,,,,,,Shawn Mendes,35,https://en.wikipedia.org/wiki/Stitches_(song),36,"""Stitches""",2015
6017,Electropop,,,,,,,3:58,The Struts,Shellback,,,,,,,13 January 2015 (2015-01-13),Tove Lo,,,,,,,,,,,Jakob Jerlström,,,,,,Ludvig Söderberg,,,,,,,Tove Lo,36,https://en.wikipedia.org/wiki/Talking_Body,37,"""Talking Body""",2015
6018,Pop,R&b,,,,,,3:43,Sir Nolan,,,,,,,,"September 8, 2014 (2014-09-08)",Nick Jonas,,,,,,,,,,,Nolan Lambroza,,,,,,Simon Wilcox,,,,,,,Nick Jonas,37,https://en.wikipedia.org/wiki/Jealous_(Nick_Jonas_song),38,"""Jealous""",2015
6019,Dance-pop,,,,,,,"


3:49 (original album version)
3:31 (short radio cut version)


",Dr. Luke,Cirkut,Lifted,"Michael ""Freakin"" Everett (melody)",,,,,"November 17, 2014",Armando C. Pérez,,,,,,,,,,,Lukasz Gottwald,,,,,,Henry Walter,Robin Weisse,Shaffer Smith,Vinay Rao,Stephan Taft,"Michael ""Freakin"" Everett",,Pitbull and Ne-Yo,38,https://en.wikipedia.org/wiki/Time_of_Our_Lives_(Pitbull_and_Ne-Yo_song),39,"""Time of Our Lives""",2015
6020,Dancehall,Reggae fusion,,,,,,3:49,Dr. Luke,Cirkut,Ridge Morton,,,,,,"June 29, 2015 (2015-06-29)",Theron Thomas,,,,,,,,,,,Timothy Thomas,,,,,,Lukasz Gottwald,Henry Walter,Toni Tennille,,,,,R. City featuring Adam Levine,39,https://en.wikipedia.org/wiki/Locked_Away,40,"""Locked Away""",2015
6021,Electro,R&b,,,,,,3:10,The Futuristics,Cook Classics,,,,,,,"January 6, 2015",,,,,,,,,,,,,,,,,,,,,,,,,Natalie La Rose featuring Jeremih,40,https://en.wikipedia.org/wiki/Somebody_(Natalie_La_Rose_song),41,"""Somebody""",2015
6022,Folk-pop,Pop,Soul pop,,,,,3:08,Kanye West,Paul McCartney,Mike Dean (co.),Dave Longstreth (add.),Noah Goldstein (add.),Kuk Harrell (vocal),,,"January 24, 2015 (2015-01-24)",Robyn Fenty,Noah Goldstein,,,,,,,,,,Kanye West,,,,,,Paul McCartney,Kirby Lauryen,Mike Dean,Ty Dolla Sign,Dave Longstreth,Dallas Austin,Elon Rutberg,"Rihanna, Kanye West, and Paul McCartney",41,https://en.wikipedia.org/wiki/FourFiveSeconds,42,"""FourFiveSeconds""",2015
6023,Pop rock,,,,,,,3:48,J.R. Rotem,Omega,,,,,,,"September 9, 2014 (2014-09-09)[1]",Michael Fonseca,,,,,,,,,,,Raja Kumari,,,,,,Jonathan Rotem,Justin Tranter,Andy Hurley,Patrick Stump,Joe Trohman,Suzanne Vega,Pete Wentz,Fall Out Boy,42,https://en.wikipedia.org/wiki/Centuries_(song),43,"""Centuries""",2015
6024,Hip hop,R&b,,,,,,3:27,NickEBeats,Lil Brandon • JayFrance,,,,,,,"July 17, 2015",Willie Maxwell,,,,,,,,,,,Remy Boyz,,,,,,Alonzo Holt,,,,,,,Fetty Wap featuring Monty,43,https://en.wikipedia.org/wiki/My_Way_(Fetty_Wap_song),44,"""My Way""",2015
6025,Country,R&b,,,,,,"


4:02 (album version)
3:38 (radio edit)


",Zach Crowell,Shane McAnally,,,,,,,"November 24, 2014 (2014-11-24)",Sam Hunt,,,,,,,,,,,Josh Osborne,,,,,,Shane McAnally,,,,,,,Sam Hunt,44,https://en.wikipedia.org/wiki/Take_Your_Time_(Sam_Hunt_song),45,"""Take Your Time""",2015
6026,,,,,,,,3:51,Shellback,,,,,,,,"August 25, 2014 (2014-08-25)",Adam Levine,,,,,,,,,,,Shellback,,,,,,Benjamin Levin,,,,,,,Maroon 5,45,https://en.wikipedia.org/wiki/Animals_(Maroon_5_song),46,"""Animals""",2015
6027,Hip hop,,,,,,,4:44,DJ Mustard,Kanye West,,,,,,,"September 19, 2014",Sean Anderson,,,,,,,,,,,Kanye West,,,,,,Dijon McFarlane,Willie Hansbro,Dacoury Natche,Dwane Weir II,Earl Stevens,D. J. Rogers,,Big Sean featuring E-40,46,https://en.wikipedia.org/wiki/I_Don%27t_Fuck_with_You,47,"""I Don't Fuck with You""",2015
6028,Trap,,,,,,,3:39,Deputy,Travis Scott (add.),Kanye West (co.),WondaGurl (add.),Kuk Harrell (vocal)[1][2],,,,"March 26, 2015 (2015-03-26)",Jamil M. Pierre,,,,,,,,,,,Badrilla Bourelly,,,,,,Robyn Fenty,Jacques Webster,Kanye West,Ebony Oshunrinde,,,,Rihanna,47,https://en.wikipedia.org/wiki/Bitch_Better_Have_My_Money,48,"""Bitch Better Have My Money""",2015
6029,Hip hop,,,,,,,2:56,DJ Spinz,Nitti Beatz,,,,,,,"February 10, 2015",Dequantes Lamar,,,,,,,,,,,Gary Hill,,,,,,Chadron Moore,,,,,,,Rich Homie Quan,48,"https://en.wikipedia.org/wiki/Flex_(Ooh,_Ooh,_Ooh)",49,"""Flex (Ooh, Ooh, Ooh)""",2015
6030,Hip hop,,,,,,,2:18[1],30Roc,,,,,,,,"May 4, 2015",Tyshon Nobles,,,,,,,,,,,Samuel Gloade,,,,,,,,,,,,,T-Wayne,49,https://en.wikipedia.org/wiki/Nasty_Freestyle,50,"""Nasty Freestyle""",2015
6031,Hip hop,,,,,,,"5:12
4:59 (album edit – international deluxe)",Dr. Luke,Cirkut,HBM,JMIKE,Planet VI,,,,"October 28, 2014 (2014-10-28)",Onika Maraj,,,,,,,,,,,Aubrey Graham,,,,,,Dwayne Carter,Christopher Brown,Lukasz Gottwald,Jeremy Coleman,Henry Walter,,,"Nicki Minaj featuring Drake, Lil Wayne, and Chris Brown",50,https://en.wikipedia.org/wiki/Only_(Nicki_Minaj_song),51,"""Only""",2015
6032,Electropop,Pop,Trap,,,,,4:18,Diplo,Greg Kurstin,,,,,,,"


1 October 2013 (2013-10-01) (soundtrack)
9 January 2015 (Sia album promotion)


",Sia Furler,,,,,,,,,,,Thomas Wesley Pentz,,,,,,Andrew Swanson,,,,,,,Sia,51,https://en.wikipedia.org/wiki/Elastic_Heart,52,"""Elastic Heart""",2015
6033,Pop,Pop rock,,,,,,3:34,Max Martin,Ali Payami[1],,,,,,,"July 1, 2015 (2015-07-01)",Demi Lovato,,,,,,,,,,,Savan Kotecha,,,,,,Max Martin,Alexander Erik Kronlund,Ali Payami,,,,,Demi Lovato,52,https://en.wikipedia.org/wiki/Cool_for_the_Summer,53,"""Cool for the Summer""",2015
6034,Folk rock,,,,,,,3:15,Alex da Kid,X Ambassadors,,,,,,,"March 3, 2015",Noah Feldshuh,,,,,,,,,,,Alexander Grant,,,,,,Casey Harris,Adam Levin,Samuel Harris,,,,,X Ambassadors,53,https://en.wikipedia.org/wiki/Renegades_(X_Ambassadors_song),54,"""Renegades""",2015
6035,Electro,R&b,Hip hop,,,,,4:12,Dr. Luke,Cirkut,Rock City,,,,,,"November 21, 2014 (2014-11-21)",Usher Raymond IV,,,,,,,,,,,Jordan Houston,,,,,,Lukasz Gottwald,Jacob Kasher,Theron Thomas,Timothy Thomas,Henry Walter,,,Usher featuring Juicy J,54,https://en.wikipedia.org/wiki/I_Don%27t_Mind_(Usher_song),55,"""I Don't Mind""",2015
6036,Synthpop,R&b,,,,,,3:56,Payami,Svensson,Peter Carlsson,,,,,,"September 30, 2014 (2014-09-30)",Max Martin,,,,,,,,,,,Savan Kotecha,,,,,,Peter Svensson,Ali Payami,Abel Tesfaye,Ahmad Balshe,,,,Ariana Grande and The Weeknd,55,https://en.wikipedia.org/wiki/Love_Me_Harder,56,"""Love Me Harder""",2015
6037,Dream pop,,,,,,,3:40,Max Martin,Shellback,,,,,,,"August 31, 2015 (2015-08-31)",Taylor Swift,,,,,,,,,,,Max Martin,,,,,,Shellback,,,,,,,Taylor Swift,56,https://en.wikipedia.org/wiki/Wildest_Dreams_(Taylor_Swift_song),57,"""Wildest Dreams""",2015
